Entity_Name,Entity_Type,Year,Quarter,registeredUser,State
751006,Pincode,2021,2,87528,odisha
753001,Pincode,2021,2,82375,odisha
760001,Pincode,2021,2,81360,odisha
751012,Pincode,2021,2,75248,odisha
756001,Pincode,2021,2,74777,odisha
751003,Pincode,2021,2,71314,odisha
752001,Pincode,2021,2,70847,odisha
751019,Pincode,2021,2,69825,odisha
khordha,District,2021,2,1511068,odisha
cuttack,District,2021,2,838924,odisha
ganjam,District,2021,2,772409,odisha
baleshwar,District,2021,2,596366,odisha
jajapur,District,2021,2,518570,odisha
sundargarh,District,2021,2,482937,odisha
puri,District,2021,2,462146,odisha
bhadrak,District,2021,2,392928,odisha
kendujhar,District,2021,2,379263,odisha
mayurbhanj,District,2021,2,342898,odisha
751002,Pincode,2021,1,92941,odisha
751024,Pincode,2021,1,87271,odisha
751006,Pincode,2021,1,82195,odisha
753001,Pincode,2021,1,77095,odisha
760001,Pincode,2021,1,76245,odisha
751012,Pincode,2021,1,70547,odisha
756001,Pincode,2021,1,70160,odisha
751003,Pincode,2021,1,66879,odisha
752001,Pincode,2021,1,66244,odisha
751019,Pincode,2021,1,65393,odisha
khordha,District,2021,1,1415897,odisha
cuttack,District,2021,1,784846,odisha
ganjam,District,2021,1,721311,odisha
baleshwar,District,2021,1,557273,odisha
jajapur,District,2021,1,484003,odisha
sundargarh,District,2021,1,450776,odisha
puri,District,2021,1,431553,odisha
bhadrak,District,2021,1,366825,odisha
kendujhar,District,2021,1,352967,odisha
mayurbhanj,District,2021,1,318465,odisha
751002,Pincode,2021,4,113032,odisha
751024,Pincode,2021,4,105857,odisha
751006,Pincode,2021,4,99613,odisha
753001,Pincode,2021,4,94137,odisha
760001,Pincode,2021,4,92651,odisha
751012,Pincode,2021,4,85593,odisha
756001,Pincode,2021,4,85311,odisha
751003,Pincode,2021,4,81290,odisha
752001,Pincode,2021,4,80864,odisha
751019,Pincode,2021,4,79669,odisha
khordha,District,2021,4,1725313,odisha
cuttack,District,2021,4,962341,odisha
ganjam,District,2021,4,889686,odisha
baleshwar,District,2021,4,685881,odisha
jajapur,District,2021,4,598043,odisha
sundargarh,District,2021,4,556973,odisha
puri,District,2021,4,531127,odisha
bhadrak,District,2021,4,452384,odisha
kendujhar,District,2021,4,440078,odisha
mayurbhanj,District,2021,4,399076,odisha
143001,Pincode,2018,3,76846,punjab
141008,Pincode,2018,3,40803,punjab
140603,Pincode,2018,3,30767,punjab
141001,Pincode,2018,3,28616,punjab
140301,Pincode,2018,3,28551,punjab
147001,Pincode,2018,3,27232,punjab
141003,Pincode,2018,3,24088,punjab
151001,Pincode,2018,3,23352,punjab
152116,Pincode,2018,3,22303,punjab
145001,Pincode,2018,3,21456,punjab
ludhiana,District,2018,3,296414,punjab
sas nagar,District,2018,3,201458,punjab
patiala,District,2018,3,113902,punjab
amritsar,District,2018,3,108935,punjab
jalandhar,District,2018,3,104824,punjab
bathinda,District,2018,3,88508,punjab
fazilka,District,2018,3,73785,punjab
sangrur,District,2018,3,64978,punjab
hoshiarpur,District,2018,3,45862,punjab
gurdaspur,District,2018,3,39920,punjab
143001,Pincode,2018,2,59405,punjab
141008,Pincode,2018,2,30839,punjab
140603,Pincode,2018,2,24429,punjab
140301,Pincode,2018,2,23138,punjab
141001,Pincode,2018,2,22841,punjab
147001,Pincode,2018,2,21810,punjab
151001,Pincode,2018,2,19252,punjab
141003,Pincode,2018,2,18767,punjab
152116,Pincode,2018,2,18559,punjab
145001,Pincode,2018,2,16592,punjab
ludhiana,District,2018,2,230404,punjab
sas nagar,District,2018,2,161605,punjab
patiala,District,2018,2,90123,punjab
amritsar,District,2018,2,82735,punjab
jalandhar,District,2018,2,79991,punjab
bathinda,District,2018,2,70948,punjab
fazilka,District,2018,2,60134,punjab
sangrur,District,2018,2,50749,punjab
hoshiarpur,District,2018,2,34576,punjab
gurdaspur,District,2018,2,29910,punjab
143001,Pincode,2018,1,43359,punjab
141008,Pincode,2018,1,22225,punjab
140603,Pincode,2018,1,18219,punjab
140301,Pincode,2018,1,17469,punjab
141001,Pincode,2018,1,17181,punjab
147001,Pincode,2018,1,16257,punjab
151001,Pincode,2018,1,14526,punjab
152116,Pincode,2018,1,14095,punjab
141003,Pincode,2018,1,13657,punjab
140308,Pincode,2018,1,12084,punjab
ludhiana,District,2018,1,168625,punjab
sas nagar,District,2018,1,121113,punjab
patiala,District,2018,1,66507,punjab
amritsar,District,2018,1,59685,punjab
jalandhar,District,2018,1,57808,punjab
bathinda,District,2018,1,52466,punjab
fazilka,District,2018,1,44823,punjab
sangrur,District,2018,1,37485,punjab
hoshiarpur,District,2018,1,25348,punjab
gurdaspur,District,2018,1,21372,punjab
143001,Pincode,2018,4,99483,punjab
141008,Pincode,2018,4,52833,punjab
140603,Pincode,2018,4,38176,punjab
141001,Pincode,2018,4,36199,punjab
140301,Pincode,2018,4,35509,punjab
147001,Pincode,2018,4,34358,punjab
141003,Pincode,2018,4,31098,punjab
151001,Pincode,2018,4,28272,punjab
145001,Pincode,2018,4,27844,punjab
152116,Pincode,2018,4,26604,punjab
ludhiana,District,2018,4,378237,punjab
sas nagar,District,2018,4,250733,punjab
patiala,District,2018,4,142989,punjab
amritsar,District,2018,4,141933,punjab
jalandhar,District,2018,4,135966,punjab
bathinda,District,2018,4,109505,punjab
fazilka,District,2018,4,89590,punjab
sangrur,District,2018,4,82334,punjab
hoshiarpur,District,2018,4,59684,punjab
gurdaspur,District,2018,4,51644,punjab
143001,Pincode,2023,2,473406,punjab
141008,Pincode,2023,2,270095,punjab
141001,Pincode,2023,2,161489,punjab
140603,Pincode,2023,2,150206,punjab
147001,Pincode,2023,2,150119,punjab
141003,Pincode,2023,2,145745,punjab
140301,Pincode,2023,2,144358,punjab
145001,Pincode,2023,2,126098,punjab
141007,Pincode,2023,2,124029,punjab
144001,Pincode,2023,2,113407,punjab
ludhiana,District,2023,2,1883319,punjab
sas nagar,District,2023,2,1024325,punjab
amritsar,District,2023,2,742659,punjab
jalandhar,District,2023,2,705082,punjab
patiala,District,2023,2,688795,punjab
bathinda,District,2023,2,477038,punjab
fazilka,District,2023,2,414974,punjab
sangrur,District,2023,2,402871,punjab
hoshiarpur,District,2023,2,344428,punjab
gurdaspur,District,2023,2,308841,punjab
143001,Pincode,2023,1,456622,punjab
141008,Pincode,2023,1,259310,punjab
141001,Pincode,2023,1,155573,punjab
140603,Pincode,2023,1,144965,punjab
147001,Pincode,2023,1,144751,punjab
141003,Pincode,2023,1,140056,punjab
140301,Pincode,2023,1,139296,punjab
145001,Pincode,2023,1,121502,punjab
141007,Pincode,2023,1,118808,punjab
144001,Pincode,2023,1,109356,punjab
ludhiana,District,2023,1,1807587,punjab
sas nagar,District,2023,1,987246,punjab
amritsar,District,2023,1,715172,punjab
jalandhar,District,2023,1,677948,punjab
patiala,District,2023,1,662760,punjab
bathinda,District,2023,1,458473,punjab
fazilka,District,2023,1,397546,punjab
sangrur,District,2023,1,386728,punjab
hoshiarpur,District,2023,1,330374,punjab
gurdaspur,District,2023,1,296711,punjab
143001,Pincode,2022,3,418302,punjab
141008,Pincode,2022,3,235576,punjab
141001,Pincode,2022,3,142144,punjab
147001,Pincode,2022,3,132932,punjab
140603,Pincode,2022,3,132797,punjab
140301,Pincode,2022,3,127787,punjab
141003,Pincode,2022,3,127410,punjab
145001,Pincode,2022,3,111293,punjab
141007,Pincode,2022,3,107341,punjab
144001,Pincode,2022,3,100011,punjab
ludhiana,District,2022,3,1644780,punjab
sas nagar,District,2022,3,904073,punjab
amritsar,District,2022,3,656700,punjab
jalandhar,District,2022,3,621327,punjab
patiala,District,2022,3,608884,punjab
bathinda,District,2022,3,420285,punjab
fazilka,District,2022,3,363909,punjab
sangrur,District,2022,3,355769,punjab
hoshiarpur,District,2022,3,303683,punjab
gurdaspur,District,2022,3,273518,punjab
143001,Pincode,2022,2,397926,punjab
141008,Pincode,2022,2,223136,punjab
141001,Pincode,2022,2,135133,punjab
147001,Pincode,2022,2,126600,punjab
140603,Pincode,2022,2,126324,punjab
140301,Pincode,2022,2,121762,punjab
141003,Pincode,2022,2,120731,punjab
145001,Pincode,2022,2,105746,punjab
141007,Pincode,2022,2,101491,punjab
144001,Pincode,2022,2,95113,punjab
ludhiana,District,2022,2,1558996,punjab
sas nagar,District,2022,2,859976,punjab
amritsar,District,2022,2,625338,punjab
jalandhar,District,2022,2,590791,punjab
patiala,District,2022,2,579934,punjab
bathinda,District,2022,2,399793,punjab
fazilka,District,2022,2,345717,punjab
sangrur,District,2022,2,338752,punjab
hoshiarpur,District,2022,2,289259,punjab
gurdaspur,District,2022,2,260611,punjab
143001,Pincode,2022,1,378399,punjab
141008,Pincode,2022,1,211333,punjab
141001,Pincode,2022,1,128376,punjab
147001,Pincode,2022,1,120433,punjab
140603,Pincode,2022,1,120123,punjab
140301,Pincode,2022,1,115842,punjab
141003,Pincode,2022,1,114354,punjab
145001,Pincode,2022,1,100381,punjab
141007,Pincode,2022,1,95916,punjab
144001,Pincode,2022,1,90415,punjab
ludhiana,District,2022,1,1476288,punjab
sas nagar,District,2022,1,817209,punjab
amritsar,District,2022,1,593970,punjab
jalandhar,District,2022,1,560393,punjab
patiala,District,2022,1,550482,punjab
bathinda,District,2022,1,378864,punjab
fazilka,District,2022,1,327088,punjab
sangrur,District,2022,1,321129,punjab
hoshiarpur,District,2022,1,274004,punjab
gurdaspur,District,2022,1,247179,punjab
143001,Pincode,2022,4,438058,punjab
141008,Pincode,2022,4,247825,punjab
141001,Pincode,2022,4,149085,punjab
140603,Pincode,2022,4,139073,punjab
147001,Pincode,2022,4,138928,punjab
141003,Pincode,2022,4,133998,punjab
140301,Pincode,2022,4,133738,punjab
145001,Pincode,2022,4,116518,punjab
141007,Pincode,2022,4,113238,punjab
144001,Pincode,2022,4,104885,punjab
ludhiana,District,2022,4,1728119,punjab
sas nagar,District,2022,4,946603,punjab
amritsar,District,2022,4,686055,punjab
jalandhar,District,2022,4,649918,punjab
patiala,District,2022,4,635654,punjab
bathinda,District,2022,4,439064,punjab
fazilka,District,2022,4,380321,punjab
sangrur,District,2022,4,370649,punjab
hoshiarpur,District,2022,4,316389,punjab
gurdaspur,District,2022,4,284591,punjab
143001,Pincode,2020,3,247481,punjab
141008,Pincode,2020,3,134739,punjab
141001,Pincode,2020,3,85126,punjab
147001,Pincode,2020,3,80029,punjab
140603,Pincode,2020,3,79903,punjab
140301,Pincode,2020,3,77135,punjab
141003,Pincode,2020,3,73781,punjab
145001,Pincode,2020,3,65997,punjab
141007,Pincode,2020,3,60291,punjab
144001,Pincode,2020,3,59885,punjab
ludhiana,District,2020,3,944936,punjab
sas nagar,District,2020,3,540527,punjab
amritsar,District,2020,3,383166,punjab
jalandhar,District,2020,3,359980,punjab
patiala,District,2020,3,358126,punjab
bathinda,District,2020,3,245674,punjab
fazilka,District,2020,3,208929,punjab
sangrur,District,2020,3,204491,punjab
hoshiarpur,District,2020,3,173002,punjab
gurdaspur,District,2020,3,155619,punjab
143001,Pincode,2020,2,223933,punjab
141008,Pincode,2020,2,121221,punjab
141001,Pincode,2020,2,78741,punjab
140603,Pincode,2020,2,73870,punjab
147001,Pincode,2020,2,73497,punjab
140301,Pincode,2020,2,70939,punjab
141003,Pincode,2020,2,66920,punjab
145001,Pincode,2020,2,60258,punjab
144001,Pincode,2020,2,54721,punjab
141007,Pincode,2020,2,54075,punjab
ludhiana,District,2020,2,853140,punjab
sas nagar,District,2020,2,498018,punjab
amritsar,District,2020,2,343732,punjab
patiala,District,2020,2,323801,punjab
jalandhar,District,2020,2,320498,punjab
bathinda,District,2020,2,222968,punjab
fazilka,District,2020,2,188515,punjab
sangrur,District,2020,2,183342,punjab
hoshiarpur,District,2020,2,153462,punjab
gurdaspur,District,2020,2,137571,punjab
143001,Pincode,2020,1,202216,punjab
141008,Pincode,2020,1,107678,punjab
141001,Pincode,2020,1,71885,punjab
140603,Pincode,2020,1,68646,punjab
147001,Pincode,2020,1,66785,punjab
140301,Pincode,2020,1,66070,punjab
141003,Pincode,2020,1,59951,punjab
145001,Pincode,2020,1,53948,punjab
144001,Pincode,2020,1,49899,punjab
151001,Pincode,2020,1,48875,punjab
ludhiana,District,2020,1,756590,punjab
sas nagar,District,2020,1,460416,punjab
amritsar,District,2020,1,303767,punjab
patiala,District,2020,1,287330,punjab
jalandhar,District,2020,1,282191,punjab
bathinda,District,2020,1,200425,punjab
fazilka,District,2020,1,168714,punjab
sangrur,District,2020,1,161513,punjab
hoshiarpur,District,2020,1,129693,punjab
gurdaspur,District,2020,1,116534,punjab
143001,Pincode,2020,4,271907,punjab
141008,Pincode,2020,4,148538,punjab
141001,Pincode,2020,4,92089,punjab
147001,Pincode,2020,4,86847,punjab
140603,Pincode,2020,4,86818,punjab
140301,Pincode,2020,4,83566,punjab
141003,Pincode,2020,4,80862,punjab
145001,Pincode,2020,4,71859,punjab
141007,Pincode,2020,4,66530,punjab
144001,Pincode,2020,4,65000,punjab
ludhiana,District,2020,4,1037696,punjab
sas nagar,District,2020,4,586500,punjab
amritsar,District,2020,4,423283,punjab
jalandhar,District,2020,4,396951,punjab
patiala,District,2020,4,391658,punjab
bathinda,District,2020,4,267808,punjab
fazilka,District,2020,4,228837,punjab
sangrur,District,2020,4,225211,punjab
hoshiarpur,District,2020,4,191711,punjab
gurdaspur,District,2020,4,173650,punjab
143001,Pincode,2019,3,163956,punjab
141008,Pincode,2019,3,86040,punjab
141001,Pincode,2019,3,59363,punjab
140603,Pincode,2019,3,58135,punjab
140301,Pincode,2019,3,55421,punjab
147001,Pincode,2019,3,55395,punjab
141003,Pincode,2019,3,48731,punjab
145001,Pincode,2019,3,43993,punjab
144001,Pincode,2019,3,41150,punjab
151001,Pincode,2019,3,41035,punjab
ludhiana,District,2019,3,601479,punjab
sas nagar,District,2019,3,385263,punjab
amritsar,District,2019,3,238628,punjab
patiala,District,2019,3,229488,punjab
jalandhar,District,2019,3,225027,punjab
bathinda,District,2019,3,162800,punjab
fazilka,District,2019,3,132573,punjab
sangrur,District,2019,3,127329,punjab
hoshiarpur,District,2019,3,99272,punjab
gurdaspur,District,2019,3,87043,punjab
143001,Pincode,2019,2,142830,punjab
141008,Pincode,2019,2,75374,punjab
140603,Pincode,2019,2,51976,punjab
141001,Pincode,2019,2,51332,punjab
140301,Pincode,2019,2,49010,punjab
147001,Pincode,2019,2,48451,punjab
141003,Pincode,2019,2,43136,punjab
145001,Pincode,2019,2,38854,punjab
151001,Pincode,2019,2,36490,punjab
144001,Pincode,2019,2,35403,punjab
ludhiana,District,2019,2,528745,punjab
sas nagar,District,2019,2,343153,punjab
amritsar,District,2019,2,206517,punjab
patiala,District,2019,2,199960,punjab
jalandhar,District,2019,2,195283,punjab
bathinda,District,2019,2,145282,punjab
fazilka,District,2019,2,118707,punjab
sangrur,District,2019,2,111996,punjab
hoshiarpur,District,2019,2,86022,punjab
gurdaspur,District,2019,2,75170,punjab
143001,Pincode,2019,1,119228,punjab
141008,Pincode,2019,1,64166,punjab
140603,Pincode,2019,1,45359,punjab
141001,Pincode,2019,1,42727,punjab
140301,Pincode,2019,1,42199,punjab
147001,Pincode,2019,1,40621,punjab
141003,Pincode,2019,1,37255,punjab
145001,Pincode,2019,1,33513,punjab
151001,Pincode,2019,1,32544,punjab
152116,Pincode,2019,1,30355,punjab
ludhiana,District,2019,1,454370,punjab
sas nagar,District,2019,1,298288,punjab
amritsar,District,2019,1,171264,punjab
patiala,District,2019,1,169872,punjab
jalandhar,District,2019,1,164130,punjab
bathinda,District,2019,1,128070,punjab
fazilka,District,2019,1,104942,punjab
sangrur,District,2019,1,97326,punjab
hoshiarpur,District,2019,1,72128,punjab
gurdaspur,District,2019,1,62502,punjab
143001,Pincode,2019,4,181854,punjab
141008,Pincode,2019,4,95986,punjab
141001,Pincode,2019,4,65261,punjab
140603,Pincode,2019,4,63297,punjab
147001,Pincode,2019,4,60870,punjab
140301,Pincode,2019,4,60612,punjab
141003,Pincode,2019,4,53849,punjab
145001,Pincode,2019,4,48845,punjab
144001,Pincode,2019,4,45418,punjab
151001,Pincode,2019,4,44790,punjab
ludhiana,District,2019,4,671579,punjab
sas nagar,District,2019,4,422041,punjab
amritsar,District,2019,4,268663,punjab
patiala,District,2019,4,256911,punjab
jalandhar,District,2019,4,251259,punjab
bathinda,District,2019,4,180722,punjab
fazilka,District,2019,4,149868,punjab
sangrur,District,2019,4,143162,punjab
hoshiarpur,District,2019,4,113296,punjab
gurdaspur,District,2019,4,100393,punjab
143001,Pincode,2021,3,335748,punjab
141008,Pincode,2021,3,185668,punjab
141001,Pincode,2021,3,113616,punjab
147001,Pincode,2021,3,106847,punjab
140603,Pincode,2021,3,106702,punjab
140301,Pincode,2021,3,102934,punjab
141003,Pincode,2021,3,100724,punjab
145001,Pincode,2021,3,88761,punjab
141007,Pincode,2021,3,83818,punjab
144001,Pincode,2021,3,80134,punjab
ludhiana,District,2021,3,1296796,punjab
sas nagar,District,2021,3,723884,punjab
amritsar,District,2021,3,525756,punjab
jalandhar,District,2021,3,494582,punjab
patiala,District,2021,3,486329,punjab
bathinda,District,2021,3,333661,punjab
fazilka,District,2021,3,287001,punjab
sangrur,District,2021,3,282372,punjab
hoshiarpur,District,2021,3,240996,punjab
gurdaspur,District,2021,3,217927,punjab
143001,Pincode,2021,2,313340,punjab
141008,Pincode,2021,2,172469,punjab
141001,Pincode,2021,2,105913,punjab
147001,Pincode,2021,2,99727,punjab
140603,Pincode,2021,2,99698,punjab
140301,Pincode,2021,2,96091,punjab
141003,Pincode,2021,2,93638,punjab
145001,Pincode,2021,2,82752,punjab
141007,Pincode,2021,2,77652,punjab
144001,Pincode,2021,2,74733,punjab
ludhiana,District,2021,2,1204126,punjab
sas nagar,District,2021,2,675022,punjab
amritsar,District,2021,2,489463,punjab
jalandhar,District,2021,2,459789,punjab
patiala,District,2021,2,452152,punjab
bathinda,District,2021,2,309805,punjab
fazilka,District,2021,2,265874,punjab
sangrur,District,2021,2,261746,punjab
hoshiarpur,District,2021,2,223227,punjab
gurdaspur,District,2021,2,201976,punjab
143001,Pincode,2021,1,293006,punjab
141008,Pincode,2021,1,160672,punjab
141001,Pincode,2021,1,98982,punjab
140603,Pincode,2021,1,93273,punjab
147001,Pincode,2021,1,93261,punjab
140301,Pincode,2021,1,89916,punjab
141003,Pincode,2021,1,87313,punjab
145001,Pincode,2021,1,77208,punjab
141007,Pincode,2021,1,72244,punjab
144001,Pincode,2021,1,69853,punjab
ludhiana,District,2021,1,1121835,punjab
sas nagar,District,2021,1,631136,punjab
amritsar,District,2021,1,456913,punjab
jalandhar,District,2021,1,428704,punjab
patiala,District,2021,1,421866,punjab
bathinda,District,2021,1,288460,punjab
fazilka,District,2021,1,247363,punjab
sangrur,District,2021,1,243382,punjab
hoshiarpur,District,2021,1,207567,punjab
gurdaspur,District,2021,1,187933,punjab
143001,Pincode,2021,4,357742,punjab
141008,Pincode,2021,4,198843,punjab
141001,Pincode,2021,4,121266,punjab
147001,Pincode,2021,4,113889,punjab
140603,Pincode,2021,4,113615,punjab
140301,Pincode,2021,4,109619,punjab
141003,Pincode,2021,4,107724,punjab
145001,Pincode,2021,4,94773,punjab
141007,Pincode,2021,4,90040,punjab
144001,Pincode,2021,4,85478,punjab
ludhiana,District,2021,4,1388951,punjab
sas nagar,District,2021,4,772068,punjab
amritsar,District,2021,4,560687,punjab
jalandhar,District,2021,4,528440,punjab
patiala,District,2021,4,519356,punjab
bathinda,District,2021,4,356940,punjab
fazilka,District,2021,4,307291,punjab
sangrur,District,2021,4,302394,punjab
hoshiarpur,District,2021,4,257735,punjab
gurdaspur,District,2021,4,232798,punjab
194104,Pincode,2018,3,4461,ladakh
194101,Pincode,2018,3,3292,ladakh
194201,Pincode,2018,3,2882,ladakh
194107,Pincode,2018,3,1385,ladakh
194401,Pincode,2018,3,1264,ladakh
194103,Pincode,2018,3,976,ladakh
194102,Pincode,2018,3,717,ladakh
194105,Pincode,2018,3,534,ladakh
194106,Pincode,2018,3,519,ladakh
194703,Pincode,2018,3,468,ladakh
leh ladakh,District,2018,3,14617,ladakh
kargil,District,2018,3,3132,ladakh
194104,Pincode,2018,2,3343,ladakh
194101,Pincode,2018,2,2388,ladakh
194201,Pincode,2018,2,2112,ladakh
194107,Pincode,2018,2,984,ladakh
194401,Pincode,2018,2,943,ladakh
194103,Pincode,2018,2,655,ladakh
194102,Pincode,2018,2,511,ladakh
194105,Pincode,2018,2,361,ladakh
194106,Pincode,2018,2,357,ladakh
194703,Pincode,2018,2,342,ladakh
leh ladakh,District,2018,2,10733,ladakh
kargil,District,2018,2,2185,ladakh
194104,Pincode,2018,1,2329,ladakh
194101,Pincode,2018,1,1584,ladakh
194201,Pincode,2018,1,1397,ladakh
194401,Pincode,2018,1,670,ladakh
194107,Pincode,2018,1,641,ladakh
194103,Pincode,2018,1,458,ladakh
194102,Pincode,2018,1,353,ladakh
194105,Pincode,2018,1,259,ladakh
194106,Pincode,2018,1,255,ladakh
194703,Pincode,2018,1,241,ladakh
leh ladakh,District,2018,1,7255,ladakh
kargil,District,2018,1,1529,ladakh
194104,Pincode,2018,4,5767,ladakh
194101,Pincode,2018,4,4561,ladakh
194201,Pincode,2018,4,3824,ladakh
194107,Pincode,2018,4,1913,ladakh
194401,Pincode,2018,4,1632,ladakh
194103,Pincode,2018,4,1460,ladakh
194102,Pincode,2018,4,970,ladakh
194105,Pincode,2018,4,800,ladakh
194106,Pincode,2018,4,706,ladakh
194703,Pincode,2018,4,640,ladakh
leh ladakh,District,2018,4,19447,ladakh
kargil,District,2018,4,4436,ladakh
194104,Pincode,2023,2,25357,ladakh
194101,Pincode,2023,2,22399,ladakh
194201,Pincode,2023,2,17688,ladakh
194103,Pincode,2023,2,9138,ladakh
194107,Pincode,2023,2,8300,ladakh
194401,Pincode,2023,2,7705,ladakh
194102,Pincode,2023,2,5492,ladakh
194105,Pincode,2023,2,4888,ladakh
194106,Pincode,2023,2,3214,ladakh
194109,Pincode,2023,2,3100,ladakh
leh ladakh,District,2023,2,89148,ladakh
kargil,District,2023,2,26588,ladakh
194104,Pincode,2023,1,24439,ladakh
194101,Pincode,2023,1,21580,ladakh
194201,Pincode,2023,1,16910,ladakh
194103,Pincode,2023,1,8776,ladakh
194107,Pincode,2023,1,7971,ladakh
194401,Pincode,2023,1,7342,ladakh
194102,Pincode,2023,1,5242,ladakh
194105,Pincode,2023,1,4663,ladakh
194106,Pincode,2023,1,3062,ladakh
194109,Pincode,2023,1,2960,ladakh
leh ladakh,District,2023,1,85582,ladakh
kargil,District,2023,1,25409,ladakh
194104,Pincode,2022,3,22353,ladakh
194101,Pincode,2022,3,19786,ladakh
194201,Pincode,2022,3,15631,ladakh
194103,Pincode,2022,3,8113,ladakh
194107,Pincode,2022,3,7342,ladakh
194401,Pincode,2022,3,6856,ladakh
194102,Pincode,2022,3,4828,ladakh
194105,Pincode,2022,3,4306,ladakh
194106,Pincode,2022,3,2840,ladakh
194109,Pincode,2022,3,2791,ladakh
leh ladakh,District,2022,3,78769,ladakh
kargil,District,2022,3,23530,ladakh
194104,Pincode,2022,2,21222,ladakh
194101,Pincode,2022,2,18842,ladakh
194201,Pincode,2022,2,14911,ladakh
194103,Pincode,2022,2,7729,ladakh
194107,Pincode,2022,2,7006,ladakh
194401,Pincode,2022,2,6571,ladakh
194102,Pincode,2022,2,4602,ladakh
194105,Pincode,2022,2,4102,ladakh
194106,Pincode,2022,2,2710,ladakh
194109,Pincode,2022,2,2681,ladakh
leh ladakh,District,2022,2,75042,ladakh
kargil,District,2022,2,22475,ladakh
194104,Pincode,2022,1,20154,ladakh
194101,Pincode,2022,1,17877,ladakh
194201,Pincode,2022,1,14135,ladakh
194103,Pincode,2022,1,7324,ladakh
194107,Pincode,2022,1,6632,ladakh
194401,Pincode,2022,1,6231,ladakh
194102,Pincode,2022,1,4370,ladakh
194105,Pincode,2022,1,3888,ladakh
194106,Pincode,2022,1,2563,ladakh
194109,Pincode,2022,1,2545,ladakh
leh ladakh,District,2022,1,71173,ladakh
kargil,District,2022,1,21319,ladakh
194104,Pincode,2022,4,23418,ladakh
194101,Pincode,2022,4,20668,ladakh
194201,Pincode,2022,4,16206,ladakh
194103,Pincode,2022,4,8405,ladakh
194107,Pincode,2022,4,7641,ladakh
194401,Pincode,2022,4,7055,ladakh
194102,Pincode,2022,4,5020,ladakh
194105,Pincode,2022,4,4454,ladakh
194106,Pincode,2022,4,2943,ladakh
194109,Pincode,2022,4,2832,ladakh
leh ladakh,District,2022,4,82011,ladakh
kargil,District,2022,4,24326,ladakh
194104,Pincode,2020,3,13038,ladakh
194101,Pincode,2020,3,11446,ladakh
194201,Pincode,2020,3,8999,ladakh
194103,Pincode,2020,3,4416,ladakh
194107,Pincode,2020,3,4322,ladakh
194401,Pincode,2020,3,3865,ladakh
194102,Pincode,2020,3,2748,ladakh
194105,Pincode,2020,3,2360,ladakh
194106,Pincode,2020,3,1661,ladakh
194703,Pincode,2020,3,1526,ladakh
leh ladakh,District,2020,3,45587,ladakh
kargil,District,2020,3,12814,ladakh
194104,Pincode,2020,2,11904,ladakh
194101,Pincode,2020,2,10546,ladakh
194201,Pincode,2020,2,8273,ladakh
194107,Pincode,2020,2,3957,ladakh
194103,Pincode,2020,2,3885,ladakh
194401,Pincode,2020,2,3519,ladakh
194102,Pincode,2020,2,2449,ladakh
194105,Pincode,2020,2,2060,ladakh
194106,Pincode,2020,2,1518,ladakh
194703,Pincode,2020,2,1358,ladakh
leh ladakh,District,2020,2,41782,ladakh
kargil,District,2020,2,11252,ladakh
194104,Pincode,2020,1,10826,ladakh
194101,Pincode,2020,1,9668,ladakh
194201,Pincode,2020,1,7470,ladakh
194107,Pincode,2020,1,3617,ladakh
194103,Pincode,2020,1,3320,ladakh
194401,Pincode,2020,1,3216,ladakh
194102,Pincode,2020,1,2152,ladakh
194105,Pincode,2020,1,1776,ladakh
194106,Pincode,2020,1,1403,ladakh
194703,Pincode,2020,1,1207,ladakh
leh ladakh,District,2020,1,38079,ladakh
kargil,District,2020,1,9711,ladakh
194104,Pincode,2020,4,14355,ladakh
194101,Pincode,2020,4,12651,ladakh
194201,Pincode,2020,4,9940,ladakh
194103,Pincode,2020,4,5069,ladakh
194107,Pincode,2020,4,4681,ladakh
194401,Pincode,2020,4,4313,ladakh
194102,Pincode,2020,4,3028,ladakh
194105,Pincode,2020,4,2673,ladakh
194106,Pincode,2020,4,1803,ladakh
194109,Pincode,2020,4,1697,ladakh
leh ladakh,District,2020,4,50252,ladakh
kargil,District,2020,4,14601,ladakh
194104,Pincode,2019,3,8972,ladakh
194101,Pincode,2019,3,7968,ladakh
194201,Pincode,2019,3,6210,ladakh
194107,Pincode,2019,3,3004,ladakh
194103,Pincode,2019,3,2647,ladakh
194401,Pincode,2019,3,2601,ladakh
194102,Pincode,2019,3,1723,ladakh
194105,Pincode,2019,3,1386,ladakh
194106,Pincode,2019,3,1162,ladakh
194703,Pincode,2019,3,1014,ladakh
leh ladakh,District,2019,3,31455,ladakh
kargil,District,2019,3,7718,ladakh
194104,Pincode,2019,2,8074,ladakh
194101,Pincode,2019,2,6990,ladakh
194201,Pincode,2019,2,5567,ladakh
194107,Pincode,2019,2,2793,ladakh
194103,Pincode,2019,2,2432,ladakh
194401,Pincode,2019,2,2390,ladakh
194102,Pincode,2019,2,1584,ladakh
194105,Pincode,2019,2,1258,ladakh
194106,Pincode,2019,2,1097,ladakh
194703,Pincode,2019,2,949,ladakh
leh ladakh,District,2019,2,28390,ladakh
kargil,District,2019,2,7126,ladakh
194104,Pincode,2019,1,6985,ladakh
194101,Pincode,2019,1,5676,ladakh
194201,Pincode,2019,1,4722,ladakh
194107,Pincode,2019,1,2336,ladakh
